entry_id	figure	panel	source	record_type	independent_unit	notes	sha256
creditfirst.support.e170a797dd17a619	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_39.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	0085d0ab0d21a23875219b15c671bca3ae9187065cc952fc00e328f10237b53e
creditfirst.support.a539bb1e2a410e74	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_40.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	3eb9c7a720f3d637ad915784f8136fbb481dc140b817e290d47e074b8f7b12fb
creditfirst.support.a409474e986d9a99	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_41.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	a7587d35733dd32f354a20ceef2a46b7430657d6bf2a4381635cd9b41213443c
creditfirst.support.c2ce047fcbec188d	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_42.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	56f0ac9a5c173a6839b3959758f8c88fde70d167fef7d5aa1e9bab48ece8a4b2
creditfirst.support.597fcc0462746630	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_43.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	41fea184197e64ddb6b07b19441b953eea0b7ffd913e7cae1fabc1cb4fae9a71
creditfirst.support.fd875170d950242d	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_44.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	ea56b7f74819f61fbbb5d8afe1403e9d4dddd217266f56a08e5ad591afa0ec8e
creditfirst.support.0b092291e85ace0e	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_45.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	58ca85072b7cbaf885d5fb8dbe252606747f04c5b2f64973b3d8bcfb353fa696
creditfirst.support.5555a0d42a6063a8	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_46.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	bc3909f737f2a7630e27d93ff3360222b3ea37708daf73d22275194c27d51ff1
creditfirst.support.00b7558408ca462e	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_47.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	fb69e3753dd108369ecb6da86aae55762986907ab7e4ce3aec895899152016cd
creditfirst.support.e055d3cfb1c70db4	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_48.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	7b6995f3ccf02802c4e4d17adc49d4d84583b4ab1c1b9f880aa6aade6a0d5ccf
creditfirst.support.36500cf0a90a8ccd	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_49.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	c28b348541148388f5ef91a3e6b9545fe4d2ed7d92776cfa28b5f4acecc5587a
creditfirst.support.2306e711d5eb0be3	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_50.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	060de47206052e6e99ff710f4f297e35cecba861b505bc73db375c7fc6879b8f
creditfirst.support.04b8d195443bc5ae	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_51.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	f9b16e02d45848052ec3380f5c6be2bed85443ad81343d7d927deedbd6c678be
creditfirst.support.19c9765554d6844d	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_52.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	d8ab8fb05c9cdb011be4d2ad50a06f1f0a62ec1c676aef2ccd4480cb85112c13
creditfirst.support.1293ef477b022ab9	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_53.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	9926541bee1ad2d2b1ca6fc43bd45b5f34887537b78853d52c8d1d9b00a2232b
creditfirst.support.9c6c2c80e80c5aea	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_54.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	a8634b57b0d46dde2d505646ecd243ddb7df62dfb6f34489faca9b760c785d18
creditfirst.support.8d2e8274768689cb	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_55.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	7563697aa2b2568c3069f3d9d8e24616b4f36273c56d45c66752b414f22bdabc
creditfirst.support.8482044fb9cb988a	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_56.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	2f5dab83bba4aaa6f404d7c654c0916be90e949cbe3c59d5f611a08a4ac660d4
